,Timestamp,User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Allocated_Bandwidth,Resource_Allocation
249,09-03-2023 10:04,User_249,Background_Download,-105 dBm,60 ms,530 Kbps,530 Kbps,60%
250,09-03-2023 10:04,User_250,VoIP_Call,-74 dBm,34 ms,60 Kbps,85 Kbps,90%
251,09-03-2023 10:04,User_251,Online_Gaming,-59 dBm,29 ms,4.5 Mbps,4.8 Mbps,80%
252,09-03-2023 10:04,User_252,Streaming,-92 dBm,43 ms,3.1 Mbps,3.6 Mbps,85%
253,09-03-2023 10:04,User_253,Video_Call,-55 dBm,35 ms,12.7 Mbps,14.0 Mbps,75%
254,09-03-2023 10:04,User_254,Video_Streaming,-95 dBm,40 ms,2.8 Mbps,3.2 Mbps,70%
255,09-03-2023 10:04,User_255,Emergency_Service,-50 dBm,5 ms,0.6 Mbps,0.6 Mbps,70%
256,09-03-2023 10:04,User_256,Web_Browsing,-104 dBm,12 ms,0.2 Mbps,0.2 Mbps,70%
257,09-03-2023 10:04,User_257,Background_Download,-106 dBm,61 ms,520 Kbps,520 Kbps,60%
258,09-03-2023 10:04,User_258,VoIP_Call,-73 dBm,35 ms,55 Kbps,80 Kbps,90%
259,09-03-2023 10:04,User_259,Online_Gaming,-58 dBm,30 ms,4.6 Mbps,4.9 Mbps,80%
260,09-03-2023 10:04,User_260,Streaming,-93 dBm,44 ms,3.0 Mbps,3.5 Mbps,85%
261,09-03-2023 10:04,User_261,Video_Call,-54 dBm,36 ms,12.8 Mbps,14.1 Mbps,75%
262,09-03-2023 10:04,User_262,Video_Streaming,-96 dBm,41 ms,2.7 Mbps,3.1 Mbps,70%
263,09-03-2023 10:04,User_263,Emergency_Service,-50 dBm,5 ms,0.6 Mbps,0.6 Mbps,70%
264,09-03-2023 10:04,User_264,Web_Browsing,-104 dBm,11 ms,0.2 Mbps,0.2 Mbps,70%
265,09-03-2023 10:04,User_265,Background_Download,-107 dBm,62 ms,510 Kbps,510 Kbps,60%
266,09-03-2023 10:04,User_266,VoIP_Call,-72 dBm,36 ms,50 Kbps,75 Kbps,90%
267,09-03-2023 10:04,User_267,Online_Gaming,-57 dBm,31 ms,4.7 Mbps,5.0 Mbps,80%
268,09-03-2023 10:04,User_268,Streaming,-94 dBm,45 ms,2.9 Mbps,3.4 Mbps,85%
269,09-03-2023 10:04,User_269,Video_Call,-53 dBm,37 ms,12.9 Mbps,14.2 Mbps,75%
270,09-03-2023 10:04,User_270,Video_Streaming,-97 dBm,42 ms,2.6 Mbps,3.0 Mbps,70%
271,09-03-2023 10:04,User_271,Emergency_Service,-49 dBm,5 ms,0.6 Mbps,0.6 Mbps,70%
272,09-03-2023 10:04,User_272,Web_Browsing,-105 dBm,10 ms,0.2 Mbps,0.2 Mbps,70%
273,09-03-2023 10:04,User_273,Background_Download,-108 dBm,63 ms,500 Kbps,500 Kbps,60%
274,09-03-2023 10:04,User_274,VoIP_Call,-71 dBm,37 ms,45 Kbps,70 Kbps,90%
275,09-03-2023 10:04,User_275,Online_Gaming,-56 dBm,32 ms,4.8 Mbps,5.1 Mbps,80%
276,09-03-2023 10:04,User_276,Streaming,-95 dBm,46 ms,2.8 Mbps,3.3 Mbps,85%
277,09-03-2023 10:04,User_277,Video_Call,-52 dBm,38 ms,13.0 Mbps,14.3 Mbps,75%
278,09-03-2023 10:04,User_278,Video_Streaming,-98 dBm,43 ms,2.5 Mbps,2.9 Mbps,70%
279,09-03-2023 10:04,User_279,Emergency_Service,-49 dBm,5 ms,0.6 Mbps,0.6 Mbps,70%
280,09-03-2023 10:04,User_280,Web_Browsing,-105 dBm,9 ms,0.1 Mbps,0.1 Mbps,70%
281,09-03-2023 10:04,User_281,Background_Download,-109 dBm,64 ms,490 Kbps,490 Kbps,60%
282,09-03-2023 10:04,User_282,VoIP_Call,-70 dBm,38 ms,40 Kbps,65 Kbps,90%
283,09-03-2023 10:04,User_283,Online_Gaming,-55 dBm,33 ms,4.9 Mbps,5.2 Mbps,80%
284,09-03-2023 10:04,User_284,Streaming,-96 dBm,47 ms,2.7 Mbps,3.2 Mbps,85%
285,09-03-2023 10:04,User_285,Video_Call,-51 dBm,39 ms,13.1 Mbps,14.4 Mbps,75%
286,09-03-2023 10:04,User_286,Video_Streaming,-99 dBm,44 ms,2.4 Mbps,2.8 Mbps,70%
287,09-03-2023 10:04,User_287,Emergency_Service,-48 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%
288,09-03-2023 10:04,User_288,Web_Browsing,-105 dBm,8 ms,0.1 Mbps,0.1 Mbps,70%
289,09-03-2023 10:04,User_289,Background_Download,-110 dBm,65 ms,480 Kbps,480 Kbps,60%
290,09-03-2023 10:04,User_290,VoIP_Call,-69 dBm,39 ms,35 Kbps,60 Kbps,90%
291,09-03-2023 10:05,User_291,Online_Gaming,-54 dBm,34 ms,5.0 Mbps,5.3 Mbps,80%
292,09-03-2023 10:05,User_292,Streaming,-97 dBm,48 ms,2.6 Mbps,3.1 Mbps,85%
293,09-03-2023 10:05,User_293,Video_Call,-50 dBm,40 ms,13.2 Mbps,14.5 Mbps,75%
294,09-03-2023 10:05,User_294,Video_Streaming,-100 dBm,45 ms,2.3 Mbps,2.7 Mbps,70%
295,09-03-2023 10:05,User_295,Emergency_Service,-48 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%
296,09-03-2023 10:05,User_296,Web_Browsing,-106 dBm,7 ms,0.1 Mbps,0.1 Mbps,70%
297,09-03-2023 10:05,User_297,Background_Download,-111 dBm,66 ms,470 Kbps,470 Kbps,60%
298,09-03-2023 10:05,User_298,VoIP_Call,-68 dBm,40 ms,30 Kbps,55 Kbps,90%
299,09-03-2023 10:05,User_299,Online_Gaming,-53 dBm,35 ms,5.1 Mbps,5.4 Mbps,80%
300,09-03-2023 10:05,User_300,Streaming,-98 dBm,49 ms,2.5 Mbps,3.0 Mbps,85%
301,09-03-2023 10:05,User_301,Video_Call,-49 dBm,41 ms,13.3 Mbps,14.6 Mbps,75%
302,09-03-2023 10:05,User_302,Video_Streaming,-101 dBm,46 ms,2.2 Mbps,2.6 Mbps,70%
303,09-03-2023 10:05,User_303,Emergency_Service,-47 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%
304,09-03-2023 10:05,User_304,Web_Browsing,-106 dBm,6 ms,0.1 Mbps,0.1 Mbps,70%
305,09-03-2023 10:05,User_305,Background_Download,-112 dBm,67 ms,460 Kbps,460 Kbps,60%
306,09-03-2023 10:05,User_306,VoIP_Call,-67 dBm,41 ms,25 Kbps,50 Kbps,90%
307,09-03-2023 10:05,User_307,Online_Gaming,-52 dBm,36 ms,5.2 Mbps,5.5 Mbps,80%
308,09-03-2023 10:05,User_308,Streaming,-99 dBm,50 ms,2.4 Mbps,2.9 Mbps,85%
309,09-03-2023 10:05,User_309,Video_Call,-48 dBm,42 ms,13.4 Mbps,14.7 Mbps,75%
310,09-03-2023 10:05,User_310,Video_Streaming,-102 dBm,47 ms,2.1 Mbps,2.5 Mbps,70%
311,09-03-2023 10:05,User_311,Emergency_Service,-47 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%
312,09-03-2023 10:05,User_312,Web_Browsing,-107 dBm,5 ms,0.1 Mbps,0.1 Mbps,70%
313,09-03-2023 10:05,User_313,Background_Download,-113 dBm,68 ms,450 Kbps,450 Kbps,60%
314,09-03-2023 10:05,User_314,VoIP_Call,-66 dBm,42 ms,20 Kbps,45 Kbps,90%
315,09-03-2023 10:05,User_315,Online_Gaming,-51 dBm,37 ms,5.3 Mbps,5.6 Mbps,80%
316,09-03-2023 10:05,User_316,Streaming,-100 dBm,51 ms,2.3 Mbps,2.8 Mbps,85%
317,09-03-2023 10:05,User_317,Video_Call,-47 dBm,43 ms,13.5 Mbps,14.8 Mbps,75%
318,09-03-2023 10:05,User_318,Video_Streaming,-103 dBm,48 ms,2.0 Mbps,2.4 Mbps,70%
319,09-03-2023 10:05,User_319,Emergency_Service,-46 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%
320,09-03-2023 10:05,User_320,Web_Browsing,-107 dBm,4 ms,0.1 Mbps,0.1 Mbps,70%
321,09-03-2023 10:05,User_321,Background_Download,-114 dBm,69 ms,440 Kbps,440 Kbps,60%
322,09-03-2023 10:05,User_322,VoIP_Call,-65 dBm,43 ms,15 Kbps,40 Kbps,90%
323,09-03-2023 10:05,User_323,Online_Gaming,-50 dBm,38 ms,5.4 Mbps,5.7 Mbps,80%
324,09-03-2023 10:05,User_324,Streaming,-101 dBm,52 ms,2.2 Mbps,2.7 Mbps,85%
325,09-03-2023 10:05,User_325,Video_Call,-46 dBm,44 ms,13.6 Mbps,14.9 Mbps,75%
326,09-03-2023 10:05,User_326,Video_Streaming,-104 dBm,49 ms,1.9 Mbps,2.3 Mbps,70%
327,09-03-2023 10:05,User_327,Emergency_Service,-46 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%
328,09-03-2023 10:05,User_328,Web_Browsing,-108 dBm,3 ms,0.1 Mbps,0.1 Mbps,70%
329,09-03-2023 10:05,User_329,Background_Download,-115 dBm,70 ms,430 Kbps,430 Kbps,60%
330,09-03-2023 10:05,User_330,VoIP_Call,-64 dBm,44 ms,10 Kbps,35 Kbps,90%
331,09-03-2023 10:05,User_331,Online_Gaming,-49 dBm,39 ms,5.5 Mbps,5.8 Mbps,80%
332,09-03-2023 10:05,User_332,Streaming,-102 dBm,53 ms,2.1 Mbps,2.6 Mbps,85%
333,09-03-2023 10:05,User_333,Video_Call,-45 dBm,45 ms,13.7 Mbps,15.0 Mbps,75%
334,09-03-2023 10:05,User_334,Video_Streaming,-105 dBm,50 ms,1.8 Mbps,2.2 Mbps,70%
335,09-03-2023 10:05,User_335,Emergency_Service,-45 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%
336,09-03-2023 10:05,User_336,Web_Browsing,-108 dBm,2 ms,0.1 Mbps,0.1 Mbps,70%
337,09-03-2023 10:05,User_337,Background_Download,-116 dBm,71 ms,420 Kbps,420 Kbps,60%
338,09-03-2023 10:05,User_338,VoIP_Call,-63 dBm,45 ms,5 Kbps,30 Kbps,90%
339,09-03-2023 10:05,User_339,Online_Gaming,-48 dBm,40 ms,5.6 Mbps,5.9 Mbps,80%
340,09-03-2023 10:05,User_340,Streaming,-103 dBm,54 ms,2.0 Mbps,2.5 Mbps,85%
341,09-03-2023 10:05,User_341,Video_Call,-45 dBm,46 ms,13.8 Mbps,15.1 Mbps,75%
342,09-03-2023 10:05,User_342,Video_Streaming,-106 dBm,51 ms,1.7 Mbps,2.1 Mbps,70%
343,09-03-2023 10:05,User_343,Emergency_Service,-44 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%
344,09-03-2023 10:05,User_344,Web_Browsing,-109 dBm,1 ms,0.1 Mbps,0.1 Mbps,70%
345,09-03-2023 10:05,User_345,Background_Download,-117 dBm,72 ms,410 Kbps,410 Kbps,60%
346,09-03-2023 10:05,User_346,VoIP_Call,-62 dBm,46 ms,0 Kbps,25 Kbps,90%
347,09-03-2023 10:05,User_347,Online_Gaming,-47 dBm,41 ms,5.7 Mbps,6.0 Mbps,80%
348,09-03-2023 10:05,User_348,Streaming,-104 dBm,55 ms,1.9 Mbps,2.4 Mbps,85%
349,09-03-2023 10:05,User_349,Video_Call,-44 dBm,47 ms,13.9 Mbps,15.2 Mbps,75%
350,09-03-2023 10:05,User_350,Video_Streaming,-107 dBm,52 ms,1.6 Mbps,2.0 Mbps,70%
351,09-03-2023 10:06,User_351,Emergency_Service,-44 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%
352,09-03-2023 10:06,User_352,Web_Browsing,-109 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
353,09-03-2023 10:06,User_353,Background_Download,-118 dBm,73 ms,400 Kbps,400 Kbps,60%
354,09-03-2023 10:06,User_354,VoIP_Call,-61 dBm,47 ms,0 Kbps,20 Kbps,90%
355,09-03-2023 10:06,User_355,Online_Gaming,-46 dBm,42 ms,5.8 Mbps,6.1 Mbps,80%
356,09-03-2023 10:06,User_356,Streaming,-105 dBm,56 ms,1.8 Mbps,2.3 Mbps,85%
357,09-03-2023 10:06,User_357,Video_Call,-43 dBm,48 ms,14.0 Mbps,15.3 Mbps,75%
358,09-03-2023 10:06,User_358,Video_Streaming,-108 dBm,53 ms,1.5 Mbps,1.9 Mbps,70%
359,09-03-2023 10:06,User_359,Emergency_Service,-43 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%
360,09-03-2023 10:06,User_360,Web_Browsing,-110 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
361,09-03-2023 10:06,User_361,Background_Download,-119 dBm,74 ms,390 Kbps,390 Kbps,60%
362,09-03-2023 10:06,User_362,VoIP_Call,-60 dBm,48 ms,0 Kbps,15 Kbps,90%
363,09-03-2023 10:06,User_363,Online_Gaming,-45 dBm,43 ms,5.9 Mbps,6.2 Mbps,80%
364,09-03-2023 10:06,User_364,Streaming,-106 dBm,57 ms,1.7 Mbps,2.2 Mbps,85%
365,09-03-2023 10:06,User_365,Video_Call,-43 dBm,49 ms,14.1 Mbps,15.4 Mbps,75%
366,09-03-2023 10:06,User_366,Video_Streaming,-109 dBm,54 ms,1.4 Mbps,1.8 Mbps,70%
367,09-03-2023 10:06,User_367,Emergency_Service,-42 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%
368,09-03-2023 10:06,User_368,Web_Browsing,-110 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
369,09-03-2023 10:06,User_369,Background_Download,-120 dBm,75 ms,380 Kbps,380 Kbps,60%
370,09-03-2023 10:06,User_370,VoIP_Call,-59 dBm,49 ms,0 Kbps,10 Kbps,90%
371,09-03-2023 10:06,User_371,Online_Gaming,-44 dBm,44 ms,6.0 Mbps,6.3 Mbps,80%
372,09-03-2023 10:06,User_372,Streaming,-107 dBm,58 ms,1.6 Mbps,2.1 Mbps,85%
373,09-03-2023 10:06,User_373,Video_Call,-42 dBm,50 ms,14.2 Mbps,15.5 Mbps,75%
374,09-03-2023 10:06,User_374,Video_Streaming,-110 dBm,55 ms,1.3 Mbps,1.7 Mbps,70%
375,09-03-2023 10:06,User_375,Emergency_Service,-42 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%
376,09-03-2023 10:06,User_376,Web_Browsing,-111 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
377,09-03-2023 10:06,User_377,Background_Download,-121 dBm,76 ms,370 Kbps,370 Kbps,60%
378,09-03-2023 10:06,User_378,VoIP_Call,-58 dBm,50 ms,0 Kbps,5 Kbps,90%
379,09-03-2023 10:06,User_379,Online_Gaming,-43 dBm,45 ms,6.1 Mbps,6.4 Mbps,80%
380,09-03-2023 10:06,User_380,Streaming,-108 dBm,59 ms,1.5 Mbps,2.0 Mbps,85%
381,09-03-2023 10:06,User_381,Video_Call,-41 dBm,51 ms,14.3 Mbps,15.6 Mbps,75%
382,09-03-2023 10:06,User_382,Video_Streaming,-111 dBm,56 ms,1.2 Mbps,1.6 Mbps,70%
383,09-03-2023 10:06,User_383,Emergency_Service,-41 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%
384,09-03-2023 10:06,User_384,Web_Browsing,-111 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
385,09-03-2023 10:06,User_385,Background_Download,-122 dBm,77 ms,360 Kbps,360 Kbps,60%
386,09-03-2023 10:06,User_386,VoIP_Call,-57 dBm,51 ms,0 Kbps,0 Kbps,90%
387,09-03-2023 10:06,User_387,Online_Gaming,-42 dBm,46 ms,6.2 Mbps,6.5 Mbps,80%
388,09-03-2023 10:06,User_388,Streaming,-109 dBm,60 ms,1.4 Mbps,1.9 Mbps,85%
389,09-03-2023 10:06,User_389,Video_Call,-41 dBm,52 ms,14.4 Mbps,15.7 Mbps,75%
390,09-03-2023 10:06,User_390,Video_Streaming,-112 dBm,57 ms,1.1 Mbps,1.5 Mbps,70%
391,09-03-2023 10:06,User_391,Emergency_Service,-40 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%
392,09-03-2023 10:06,User_392,Web_Browsing,-112 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
393,09-03-2023 10:06,User_393,Background_Download,-123 dBm,78 ms,350 Kbps,350 Kbps,60%
394,09-03-2023 10:06,User_394,VoIP_Call,-56 dBm,52 ms,0 Kbps,0 Kbps,90%
395,09-03-2023 10:06,User_395,Online_Gaming,-41 dBm,47 ms,6.3 Mbps,6.6 Mbps,80%
396,09-03-2023 10:06,User_396,Streaming,-110 dBm,61 ms,1.3 Mbps,1.8 Mbps,85%
397,09-03-2023 10:06,User_397,Video_Call,-40 dBm,53 ms,14.5 Mbps,15.8 Mbps,75%
398,09-03-2023 10:06,User_398,Video_Streaming,-113 dBm,58 ms,1.0 Mbps,1.4 Mbps,70%
399,09-03-2023 10:06,User_399,Emergency_Service,-40 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%
400,09-03-2023 10:06,User_400,Web_Browsing,-113 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
401,09-03-2023 10:01,User_1,Video_Call,-75 dBm,30 ms,10 Mbps,15 Mbps,70%
402,09-03-2023 10:01,User_2,Voice_Call,-80 dBm,20 ms,100 Kbps,120 Kbps,80%
403,09-03-2023 10:01,User_3,Streaming,-85 dBm,40 ms,5 Mbps,6 Mbps,75%
404,09-03-2023 10:01,User_4,Emergency_Service,-70 dBm,10 ms,1 Mbps,1.5 Mbps,90%
405,09-03-2023 10:01,User_5,Online_Gaming,-78 dBm,25 ms,2 Mbps,3 Mbps,85%
406,09-03-2023 10:01,User_6,Background_Download,-90 dBm,50 ms,500 Kbps,550 Kbps,70%
407,09-03-2023 10:01,User_7,Web_Browsing,-88 dBm,30 ms,1 Mbps,1 Mbps,60%
408,09-03-2023 10:01,User_8,IoT_Temperature,-95 dBm,100 ms,10 Kbps,15 Kbps,50%
409,09-03-2023 10:01,User_9,Video_Streaming,-82 dBm,35 ms,3 Mbps,3.5 Mbps,80%
410,09-03-2023 10:01,User_10,File_Download,-75 dBm,45 ms,2 Mbps,2 Mbps,70%
411,09-03-2023 10:01,User_11,Video_Call,-76 dBm,32 ms,12 Mbps,14 Mbps,70%
412,09-03-2023 10:01,User_12,Online_Gaming,-79 dBm,24 ms,2.5 Mbps,2.8 Mbps,75%
413,09-03-2023 10:01,User_13,Web_Browsing,-87 dBm,28 ms,1.2 Mbps,1.2 Mbps,65%
414,09-03-2023 10:01,User_14,VoIP_Call,-81 dBm,22 ms,150 Kbps,170 Kbps,85%
415,09-03-2023 10:01,User_15,Video_Call,-74 dBm,29 ms,10 Mbps,12 Mbps,60%
416,09-03-2023 10:01,User_16,Streaming,-84 dBm,38 ms,4.5 Mbps,5 Mbps,70%
417,09-03-2023 10:01,User_17,Emergency_Service,-69 dBm,9 ms,1.2 Mbps,1.3 Mbps,80%
418,09-03-2023 10:01,User_18,Background_Download,-91 dBm,48 ms,600 Kbps,600 Kbps,55%
419,09-03-2023 10:01,User_19,IoT_Temperature,-96 dBm,105 ms,8 Kbps,9 Kbps,70%
420,09-03-2023 10:01,User_20,Video_Streaming,-83 dBm,34 ms,3.2 Mbps,3.5 Mbps,75%
421,09-03-2023 10:01,User_21,Video_Call,-77 dBm,31 ms,11 Mbps,13 Mbps,75%
422,09-03-2023 10:01,User_22,Online_Gaming,-80 dBm,23 ms,2.2 Mbps,2.5 Mbps,80%
423,09-03-2023 10:01,User_23,Web_Browsing,-86 dBm,29 ms,1.4 Mbps,1.4 Mbps,70%
424,09-03-2023 10:01,User_24,VoIP_Call,-82 dBm,21 ms,160 Kbps,180 Kbps,90%
425,09-03-2023 10:01,User_25,Video_Call,-73 dBm,28 ms,10.5 Mbps,12.5 Mbps,75%
426,09-03-2023 10:01,User_26,Streaming,-83 dBm,37 ms,4.2 Mbps,4.8 Mbps,85%
427,09-03-2023 10:01,User_27,Emergency_Service,-68 dBm,8 ms,1.1 Mbps,1.2 Mbps,70%
428,09-03-2023 10:01,User_28,Background_Download,-92 dBm,47 ms,620 Kbps,620 Kbps,60%
429,09-03-2023 10:01,User_29,IoT_Temperature,-97 dBm,110 ms,7 Kbps,8 Kbps,65%
430,09-03-2023 10:01,User_30,Video_Streaming,-84 dBm,33 ms,3.4 Mbps,3.7 Mbps,70%
431,09-03-2023 10:01,User_31,Video_Call,-78 dBm,30 ms,10.2 Mbps,12.2 Mbps,75%
432,09-03-2023 10:01,User_32,Online_Gaming,-79 dBm,24 ms,2.3 Mbps,2.6 Mbps,80%
433,09-03-2023 10:01,User_33,Web_Browsing,-88 dBm,27 ms,1.3 Mbps,1.3 Mbps,70%
434,09-03-2023 10:01,User_34,VoIP_Call,-83 dBm,20 ms,170 Kbps,190 Kbps,90%
435,09-03-2023 10:01,User_35,Video_Call,-72 dBm,27 ms,10.8 Mbps,12.8 Mbps,75%
436,09-03-2023 10:01,User_36,Streaming,-82 dBm,36 ms,4.0 Mbps,4.6 Mbps,85%
437,09-03-2023 10:01,User_37,Emergency_Service,-67 dBm,7 ms,1.0 Mbps,1.1 Mbps,70%
438,09-03-2023 10:01,User_38,Background_Download,-93 dBm,46 ms,630 Kbps,630 Kbps,60%
439,09-03-2023 10:01,User_39,IoT_Temperature,-98 dBm,105 ms,6 Kbps,7 Kbps,65%
440,09-03-2023 10:01,User_40,Video_Streaming,-85 dBm,32 ms,3.5 Mbps,3.8 Mbps,70%
441,09-03-2023 10:01,User_41,Video_Call,-79 dBm,29 ms,10.5 Mbps,12.3 Mbps,70%
442,09-03-2023 10:01,User_42,Online_Gaming,-78 dBm,25 ms,2.4 Mbps,2.7 Mbps,75%
443,09-03-2023 10:01,User_43,Web_Browsing,-87 dBm,28 ms,1.2 Mbps,1.2 Mbps,70%
444,09-03-2023 10:01,User_44,VoIP_Call,-84 dBm,20 ms,165 Kbps,185 Kbps,90%
445,09-03-2023 10:01,User_45,Video_Call,-71 dBm,26 ms,10.2 Mbps,12.6 Mbps,80%
446,09-03-2023 10:01,User_46,Streaming,-81 dBm,35 ms,3.8 Mbps,4.4 Mbps,85%
447,09-03-2023 10:01,User_47,Emergency_Service,-66 dBm,7 ms,1.1 Mbps,1.2 Mbps,70%
448,09-03-2023 10:01,User_48,Background_Download,-94 dBm,45 ms,640 Kbps,640 Kbps,60%
449,09-03-2023 10:01,User_49,IoT_Temperature,-99 dBm,104 ms,5 Kbps,6 Kbps,65%
450,09-03-2023 10:01,User_50,Video_Streaming,-86 dBm,31 ms,3.6 Mbps,3.9 Mbps,70%
451,09-03-2023 10:02,User_51,Video_Call,-80 dBm,30 ms,11 Mbps,12.5 Mbps,80%
452,09-03-2023 10:02,User_52,Online_Gaming,-77 dBm,24 ms,2.6 Mbps,2.9 Mbps,85%
453,09-03-2023 10:02,User_53,Web_Browsing,-89 dBm,27 ms,1.1 Mbps,1.1 Mbps,70%
454,09-03-2023 10:02,User_54,VoIP_Call,-85 dBm,21 ms,160 Kbps,190 Kbps,90%
455,09-03-2023 10:02,User_55,Video_Call,-70 dBm,27 ms,10.7 Mbps,12.3 Mbps,75%
456,09-03-2023 10:02,User_56,Streaming,-80 dBm,35 ms,4.1 Mbps,4.7 Mbps,85%
457,09-03-2023 10:02,User_57,Emergency_Service,-65 dBm,8 ms,1.0 Mbps,1.1 Mbps,70%
458,09-03-2023 10:02,User_58,Background_Download,-95 dBm,46 ms,650 Kbps,650 Kbps,60%
459,09-03-2023 10:02,User_59,IoT_Temperature,-100 dBm,103 ms,4 Kbps,5 Kbps,75%
460,09-03-2023 10:02,User_60,Video_Streaming,-87 dBm,32 ms,3.7 Mbps,4.0 Mbps,70%
461,09-03-2023 10:02,User_61,Video_Call,-81 dBm,29 ms,10.3 Mbps,12.1 Mbps,70%
462,09-03-2023 10:02,User_62,Online_Gaming,-76 dBm,23 ms,2.7 Mbps,3.0 Mbps,80%
463,09-03-2023 10:02,User_63,Web_Browsing,-90 dBm,26 ms,1.0 Mbps,1.0 Mbps,70%
464,09-03-2023 10:02,User_64,VoIP_Call,-86 dBm,20 ms,155 Kbps,180 Kbps,90%
465,09-03-2023 10:02,User_65,Video_Call,-69 dBm,26 ms,10.9 Mbps,12.4 Mbps,75%
466,09-03-2023 10:02,User_66,Streaming,-79 dBm,34 ms,4.3 Mbps,4.9 Mbps,85%
467,09-03-2023 10:02,User_67,Emergency_Service,-64 dBm,7 ms,1.0 Mbps,1.1 Mbps,70%
468,09-03-2023 10:02,User_68,Background_Download,-96 dBm,45 ms,660 Kbps,660 Kbps,60%
469,09-03-2023 10:02,User_69,IoT_Temperature,-101 dBm,102 ms,3 Kbps,4 Kbps,75%
470,09-03-2023 10:02,User_70,Video_Streaming,-88 dBm,31 ms,3.8 Mbps,4.1 Mbps,70%
471,09-03-2023 10:02,User_71,Video_Call,-82 dBm,28 ms,10.7 Mbps,12.2 Mbps,70%
472,09-03-2023 10:02,User_72,Online_Gaming,-75 dBm,22 ms,2.8 Mbps,3.1 Mbps,80%
473,09-03-2023 10:02,User_73,Web_Browsing,-91 dBm,25 ms,0.9 Mbps,0.9 Mbps,70%
474,09-03-2023 10:02,User_74,VoIP_Call,-87 dBm,19 ms,150 Kbps,175 Kbps,90%
475,09-03-2023 10:02,User_75,Video_Call,-68 dBm,25 ms,11.0 Mbps,12.5 Mbps,75%
476,09-03-2023 10:02,User_76,Streaming,-78 dBm,33 ms,4.4 Mbps,5.0 Mbps,85%
477,09-03-2023 10:02,User_77,Emergency_Service,-63 dBm,6 ms,0.9 Mbps,1.0 Mbps,70%
478,09-03-2023 10:02,User_78,Background_Download,-97 dBm,44 ms,670 Kbps,670 Kbps,60%
479,09-03-2023 10:02,User_79,IoT_Temperature,-102 dBm,101 ms,2 Kbps,3 Kbps,75%
480,09-03-2023 10:02,User_80,Video_Streaming,-89 dBm,30 ms,3.9 Mbps,4.2 Mbps,70%
481,09-03-2023 10:02,User_81,Video_Call,-83 dBm,27 ms,10.8 Mbps,12.0 Mbps,70%
482,09-03-2023 10:02,User_82,Online_Gaming,-74 dBm,21 ms,2.9 Mbps,3.2 Mbps,80%
483,09-03-2023 10:02,User_83,Web_Browsing,-92 dBm,24 ms,0.8 Mbps,0.8 Mbps,70%
484,09-03-2023 10:02,User_84,VoIP_Call,-88 dBm,18 ms,145 Kbps,170 Kbps,90%
485,09-03-2023 10:02,User_85,Video_Call,-67 dBm,24 ms,11.2 Mbps,12.8 Mbps,75%
486,09-03-2023 10:02,User_86,Streaming,-77 dBm,32 ms,4.5 Mbps,5.1 Mbps,85%
487,09-03-2023 10:02,User_87,Emergency_Service,-62 dBm,6 ms,0.8 Mbps,0.9 Mbps,70%
488,09-03-2023 10:02,User_88,Background_Download,-98 dBm,43 ms,680 Kbps,680 Kbps,60%
489,09-03-2023 10:02,User_89,IoT_Temperature,-103 dBm,100 ms,1 Kbps,2 Kbps,75%
490,09-03-2023 10:02,User_90,Video_Streaming,-90 dBm,29 ms,4.0 Mbps,4.3 Mbps,70%
491,09-03-2023 10:02,User_91,Video_Call,-84 dBm,26 ms,10.9 Mbps,12.1 Mbps,70%
492,09-03-2023 10:02,User_92,Online_Gaming,-73 dBm,20 ms,3.0 Mbps,3.3 Mbps,80%
493,09-03-2023 10:02,User_93,Web_Browsing,-93 dBm,23 ms,0.7 Mbps,0.7 Mbps,70%
494,09-03-2023 10:02,User_94,VoIP_Call,-89 dBm,17 ms,140 Kbps,165 Kbps,90%
495,09-03-2023 10:02,User_95,Video_Call,-66 dBm,23 ms,11.4 Mbps,12.7 Mbps,75%
496,09-03-2023 10:02,User_96,Streaming,-76 dBm,31 ms,4.6 Mbps,5.2 Mbps,85%
497,09-03-2023 10:02,User_97,Emergency_Service,-61 dBm,6 ms,0.7 Mbps,0.8 Mbps,70%
